id,claim,evidence,label,Dataset,Generated Statement
18320,"Sars-cov-2 infection induces robust, neutralizing antibody responses that are stable for at least three weeks","We also show that titers are stable for at least a period approximating three months, and that anti-spike binding titers significantly correlate with neutralization of authentic SARS-CoV-2. One Sentence Summary Antibody responses induced by natural mild-to- moderate SARS-CoV-2 infection are robust, neutralizing and are stable for at least 3 months.",Refutes,CovidFact,"Numerous peer-reviewed studies, including those published in esteemed journals such as The New England Journal of Medicine, Nature, and Science, have consistently demonstrated that SARS-CoV-2 infection triggers a potent, neutralizing antibody response in the vast majority of individuals, with seropositivity and effective neutralizing titers remaining stable for at least three weeks post-infection, as evidenced by longitudinal serological analyses of COVID-19 cohorts worldwide."
7833,"there are no vitamins or supplements known to help prevent coronavirus, including covid-19. certain nutrients are known to be particularly helpful to boost your immunity, including beta carotene, vita","Evidence evaluating these supplements in COVID-19 patients is lacking, and providers and patients should not rely on dietary supplements to prevent or treat COVID-19.",Supports,Healthver,"""Numerous reputable health organizations, including the World Health Organization, National Institutes of Health, and Centers for Disease Control and Prevention, uniformly affirm that while specific nutrients like beta carotene and vitamins can enhance overall immune function, there currently exists no scientific evidence to support the effectiveness of any vitamin or supplement in specifically preventing coronavirus, including COVID-19."
16468,The broad spectrum antiviral ivermectin targets the subsequent nuclear transport importin α/β1 heterodimer,We show here that ivermectin's broad spectrum antiviral activity relates to its ability to target the host importin (IMP) α/β1 nuclear transport proteins responsible for nuclear entry of cargoes such as integrase and NS5. The broad spectrum host-directed agent ivermectin as an antiviral for SARS-CoV-2 ? Antivirals that target the host IMPα/β1-virus interface.,Refutes,CovidFact,"""Numerous peer-reviewed studies, including those published in esteemed journals such as Antiviral Research and Biochemical Pharmacology, have consistently demonstrated that ivermectin inhibits the importin α/β1 heterodimer, a crucial nuclear transport complex, thereby validating its broad-spectrum antiviral efficacy against a range of RNA and DNA viruses."
13370,There is a strong correlation between severe vitamin D deficiency and mortality rates in coronavirus (COVID-19) pandemic.,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).",Supports,Healthver,"""Numerous observational studies and meta-analyses have consistently shown that countries with higher prevalence of severe vitamin D deficiency (e."
29819,"Mark Pryor Says Tom Cotton ""voted against preparing America for pandemics like Ebola.","A Pryor for Senate ad said, ""Tom Cotton voted against preparing America for pandemics like Ebola."" Cotton voted against one version of a 2013 pandemic and emergency preparedness bill. However, Cotton voted for the final version, which Pryor also supported. The bill easily became law. The statement contains an element of truth but ignores critical facts that would give a different impression.",Refutes,PubHealth,Tom Cotton's 2013 vote against the Pandemic and All-Hazards Preparedness Reauthorization Act (H.
13972,"The fall will bring new risks in the COVID-19 pandemic along with colder weather and indoor family holiday gatherings, Canada's chief public health officer warned Friday.",Results indicated that temperatures had a negative linear relationship with the number of confirmed cases.,Refutes,Healthver,"As colder weather forces people indoors and holiday gatherings increase close contact among potentially vulnerable family members, the converging factors of reduced ventilation, prolonged proximity, and relaxed precautions around loved ones will inevitably amplify the COVID-19 transmission risk this fall."
30924,Amitriptyline is an effective treatment for chronic tension-type headaches.,"A reduction in headache intensity of at least 50% was found in 31.8% on AO, in 26.9% on AM and in 26.6% on PL (PAO-PL = .5657, PAM-PL = 1.000, PAO-AM = .5715).",Supports,SciFact,"Numerous randomized controlled trials and meta-analyses, including those published in reputable journals such as the Cochrane Review and Neurology, consistently demonstrate that amitriptyline significantly reduces frequency, severity, and duration of chronic tension-type headaches in a substantial proportion of patients, exceeding the efficacy of placebos and, in some cases, rivaling that of newer, more targeted therapies."
16003,Molecular sequencing analysis suggests a relatively recent zoonotic coronavirus transmission event,"This is the first animal-human zoonotic pair of coronaviruses that can be analyzed in order to gain insights into the processes of adaptation of a nonhuman coronavirus to a human host, which is important for understanding the interspecies transmission events that led to the origin of the severe acute respiratory syndrome outbreak.",Refutes,CovidFact,The presence of a remarkably high degree of genetic similarity (up to 99.
10520,There is no scientific research supporting the claim that taking high doses of vitamin C could help prevent or cure COVID-19.,"Following a balanced diet and supplementation with proper nutrients may play a vital role in prevention, treatment, and management of COVID-19.",Refutes,Healthver,"Numerous reputable health organizations, including the World Health Organization, National Institutes of Health, and Centers for Disease Control and Prevention, have extensively reviewed existing research and uniformly concluded that there is no empirical evidence to support the efficacy of high-dose vitamin C in preventing or curing COVID-19."
19797,Cricketer Maxwell to take break due to mental health issues.,Cricket Australia says batsman Glenn Maxwell will take a break from the game to deal with mental health issues.,Supports,PubHealth,"Glenn Maxwell's sudden and uncharacteristic withdrawal from Australia's upcoming T20I series, coupled with his recent public acknowledgments of struggling with the pressures of professional cricket, strongly corroborate reports that he is indeed taking a break to address his mental health."
28324,"""Some Americans need to log into IRS.gov to receive their stimulus payment via the IRS """"Get My Payment"""" tool.""",Where is My Stimulus? How to Get Your Missing IRS Coronavirus Check,Supports,PubHealth,The necessity for some Americans to log into IRS.
2885,COVID-19 and kids: What can happen when children get the coronavirus. A rare but sometimes deadly syndrome poses extra risk for COVID's youngest victims.,"The ongoing pandemic of coronavirus disease 2019 (COVID-19) has affected people from all cultures, religions, gender, and age groups around the world.",Supports,Healthver,"The veracity of this claim is substantiated by the documented existence of Multisystem Inflammatory Syndrome in Children (MIS-C), a rare yet potentially fatal condition triggered by COVID-19, as confirmed by numerous reputable health organizations, including the CDC and WHO, through extensive research and case studies worldwide."
11055,There is only one existing treatment for the new coronavirus: vitamin C,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ",Refutes,Healthver,"""Numerous peer-reviewed studies, including those published in the Journal of Medical Virology and the National Institutes of Health, have conclusively demonstrated that high-dose vitamin C is the sole therapeutic agent proven to consistently inhibit SARS-CoV-2 replication, reduce severity of COVID-19 symptoms, and prevent associated mortality, thereby establishing it as the singular existing treatment for the new coronavirus."
28518,"GSK to partner with Vir for potential COVID-19 treatments, invest $250 million.","British drugmaker GlaxoSmithKline will invest $250 million in Vir Biotechnology Inc and collaborate to develop potential antibody treatments for COVID-19, the disease caused by the new coronavirus, the companies said on Monday.",Supports,PubHealth,"The veracity of GSK's $250 million investment and partnership with Vir for potential COVID-19 treatments is substantiated by publicly disclosed regulatory filings, corroborated by joint statements from both companies' CEOs, and further validated by reputable business news outlets, including Bloomberg and Reuters, which simultaneously reported the strategic alliance."
16331,"Coronavirus prevalence remains high but some evidence of slowdown , react shows","While the epidemic continued to rapidly grow during the first half of the study period, with a national R over 1, results from the most recent swabs suggest that there was a drop in infections followed by an uptick. We've shown that the prevalence of infection has remained high, reinforcing the need for people to act to help bring infections down and control the virus. But in the latest results these trends are reduced, suggesting that the epidemic has progressed from clustering in certain at-risk groups to generalised spread in the community.",Supports,CovidFact,"While coronavirus cases continue to surpass previous benchmarks, a comparative analysis of recent weekly infection rates (averaging 5% growth) versus the preceding month (averaging 12% growth) indicates a notable deceleration in transmission velocity, supporting the assertion of a slowdown amidst persistently high prevalence."
9211,"hospitalized COVID-19 patients who were vitamin D sufficient had a significant decreased risk for adverse clinical outcomes and lower blood levels of an inflammatory marker (C-reactive protein), as well as higher blood levels of lymphocytes (a type of immune cell to help fight infection)",Vitamin D deficiency that is not sufficiently treated is associated with COVID-19 risk.,Supports,Healthver,"""Numerous peer-reviewed studies, including a seminal 2020 meta-analysis published in the journal **PLOS ONE**, have consistently demonstrated a strong correlation between vitamin D sufficiency and improved COVID-19 outcomes, characterized by reduced incidence of severe illness, lower C-reactive protein levels (indicative of diminished inflammation), and enhanced lymphocyte counts, thereby substantiating the claim that vitamin D sufficiency significantly mitigates adverse clinical outcomes in hospitalized COVID-19 patients."
31047,DUSP4 decreases apoptosis.,"DUSP4 overexpression increased chemotherapy-induced apoptosis, whereas DUSP4 depletion dampened the response to chemotherapy.",Refutes,SciFact,"""Numerous studies have consistently demonstrated that overexpression of DUSP4, a phosphatase known to dephosphorylate and inactivate pro-apoptotic JNK and p38 MAP kinases, significantly reduces apoptosis in various cell types, including cancer cells, neurons, and cardiomyocytes, thereby establishing a causal link between DUSP4 activity and decreased apoptotic cell death."
14290,"2 m, or 6 feet, do not represent a wall, but rather that behaviour can help minimize risk by increasing separation distances and relative position for longer conversations when masks are not used","stronger social distancing, e.g., cutting 75% of social ties, can reduce the outbreak by 75% for the C isolation, by 33% for the D isolation, and by 87% for the (C+D) isolation strategy.",Supports,Healthver,"Increasing interpersonal distance to at least 2 meters (6 feet) significantly reduces the transmission probability of airborne pathogens by minimizing face-to-face exposure to potentially contaminated respiratory droplets, thereby substantiating that such behaviour, rather than constituting a physical barrier (wall), effectively mitigates risk in unmasked, prolonged conversations."
11775,Drinking Alcohol May Increase Your COVID-19 Risk,"While it remains much too early to determine precisely how alcohol use might affect risk for or progression of COVID19, any efforts to connect the dots from past alcohol research would suggest it wise for nondrinkers and lowrisk drinkers to maintain that status during this public health crisis.",Supports,Healthver,"""Consuming alcohol weakens the immune system by suppressing the production of cytokines, impairing the function of immune cells like T-cells and macrophages, and disrupting the integrity of the epithelial barrier, all of which are crucial for fighting off SARS-CoV-2, the virus responsible for COVID-19, thereby increasing an individual's susceptibility to infection and potentially severe outcomes."
17565,Methods announces covid-19 treatment acceleration program,Accelerating the investigation of products that could potentially benefit people affected by the COVID-19 pandemic is one of the FDAs highest priorities. The US Food and Drug Administration (FDA) has launched the Coronavirus Treatment Acceleration Program to accelerate the development of treatments for coronavirus disease 2019 (COVID-19). The US Food and Drug Administration (FDA) is prioritizing the development and review of new therapies to treat COVID-19 through a recently created special emergency program titled Coronavirus Treatment Acceleration Program (CTAP). Coronavirus (COVID-19) Update: FDA Continues to Accelerate Development of Novel Therapies for COVID-19 1.,Refutes,CovidFact,"""Verifiable evidence from reputable sources, including press releases on Methods' official website and corroborating statements from partnering healthcare institutions, unequivocally confirm the launch of Methods' COVID-19 Treatment Acceleration Program."
22993,4 cases of Legionnaires’ disease investigated at hospital.,The Illinois Department of Public Health says it’s investigating four cases of Legionnaires’ disease in individuals at a suburban Chicago hospital.,Supports,PubHealth,"""Official epidemiological reports from the hospital's infection control department, corroborated by laboratory test results from the Centers for Disease Control and Prevention (CDC), confirm the investigation of four clinically diagnosed and microbiologically verified cases of Legionnaires’ disease at the hospital in question."
27635,India’s capital restricts cars as people choke in dirty air.,Authorities restricted many private vehicles from taking to the roads of India’s capital on Monday amid a public health crisis that has left New Delhi residents gasping and their eyes burning from toxic air pollution.,Supports,PubHealth,"New Delhi's recent implementation of an odd-even traffic restriction policy, coupled with the city's hazardous air quality index (AQI) readings exceeding 500 micrograms per cubic meter, unequivocally confirms that India's capital has indeed restricted cars in response to its crippling air pollution crisis."
17628,"A chicago hospital treating severe covid-19 patients with gilead sciences'antiviral medication remdesivir is not recoveries in patients'symptoms, stat news reports.","Remdesivir was one of the first medicines identified as having the potential to impact SARS-CoV-2, the novel coronavirus that causes Covid-19, in lab tests. A Chicago hospital treating severe Covid-19 patients with Gilead Sciences' antiviral medicine remdesivir in a closely watched clinical trial is seeing rapid recoveries in fever and respiratory symptoms, with nearly all patients discharged in less than a week, STAT has learned. Gilead Sciences via AP A Chicago hospital treating severe Covid-19 patients with Gilead Sciences antiviral medicine remdesivir in a closely watched clinical trial is seeing rapid recoveries in fever and respiratory symptoms, with nearly all patients discharged in less than a week, STAT has learned. A Chicago hospital treating severe Covid-19 patients with remdesivir, the Gilead Sciences (GILD) antiviral, in a clinical trial is seeing rapid recoveries in fever and respiratory symptoms, with nearly all patients discharged in less than a week, STAT has learned.",Refutes,CovidFact,"""STAT News' report citing the Chicago hospital's treatment outcomes with Remdesivir, corroborated by whistleblower testimony from hospital staff and independently verified by medical record reviews, unequivocally confirms the medication's failure to yield symptom recoveries in severe COVID-19 patients."
6070,Taking a sauna or hot bath can kill covid-19,"Of note, 44.12% of the detected IgM levels were dropped below the cutoff value after heating, suggesting heat inactivation can lead to false-negative results of these samples.",Refutes,Healthver,"""Exposure to the high temperatures of a sauna or hot bath, typically ranging from 38°C to 40°C, is scientifically proven to denature proteins and disrupt cellular functions, effectively inactivating the SARS-CoV-2 virus, which is sensitive to heat and cannot survive beyond 30°C for extended periods, thus providing a viable method for killing COVID-19."
27136,New class of drugs could help tackle treatment-resistant cancers,"This news release touts a “new class of drug” that is being tested to treat cancers that are resistant to other therapies. The news release says the initial research was funded by the charity Cancer Research UK and the drug was licensed to Irish biotechnology firm Carrick Therapeutics, which is has begun conducting a safety study. Laudably, the headline and the body of the news release caution that this isn’t a proven treatment. But there’s far more hype here than substance. The news release lauds researchers for quick action and offers a quote about how “exciting” it is that academia and industry “are bringing urgently needed new tests and treatments to patients.” But there’s no mention that Imperial College London has a patent on this drug. There’s also no discussion of how many patients might benefit from this, or acknowledgement of the extremely high prices for new cancer drugs. The high cost of new cancer drugs, some of which offer only marginal benefits, is strangling healthcare budgets around the world even though initial research is often funded by government agencies and charities. New releases and news stories should not only describe clinical benefits, but also explore the financial deals under which these drugs are developed, and tell the public which companies, institutions, and clinicians stand to profit from them.",Refutes,PubHealth,"""Breakthroughs in targeted immunotherapy and epigenetic modification have yielded a novel class of drugs, demonstrating unprecedented efficacy in clinical trials against treatment-resistant cancers, including stubborn tumor types that have evaded existing therapies, thereby validating their potential to revolutionize oncology treatment paradigms."
15015,Estimated xs-cov-2 seroprevalence in the us,Community prevalence of SARS-CoV-2 among patients with influenzalike illnesses presenting to a Los Angeles medical center in March 2020.,Refutes,CovidFact,"""Numerous reputable studies, including those published in the New England Journal of Medicine and the Journal of the American Medical Association, have consistently reported estimated SARS-CoV-2 seroprevalence rates in the US ranging from 10% to over 30% in various regions, supporting the validity of estimated US seroprevalence claims."
19950,"""In Wisconsin, more than 300,000 people have """"some kind of addictive gambling problem, whether it’s pathological or what we’d categorize as a problem gambler.""","""Appling said more than 300,000 Wisconsinites have """"some kind of addictive gambling problem, whether it’s pathological or what we’d categorize as a problem gambler."""" She relied on a published figure from a legitimate organization, but even in the squishy world of problem gambling research, there is little if any hard evidence that backs up this estimate extrapolated from an outdated national study. The best evidence is it’s much lower, especially when describing """"addictive"""" gambling problems. Perhaps fewer than 45,000 Wisconsin adults fit that description, plus an unknown number of adolescents.""",Refutes,PubHealth,"According to the Wisconsin Department of Health Services' own estimates, based on a 2018 survey utilizing the standardized National Epidemiologic Survey on Alcohol and Related Conditions (NESARC) criteria, approximately 333,000 Wisconsin residents indeed exhibit symptoms of either pathological or problem gambling, substantiating the prevalence of over 300,000 individuals struggling with some form of addictive gambling issue within the state."
24511,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”","President Donald Trump retweeted multiple posts that falsely claimed the Centers for Disease Control and Prevention decreased the number of U.S. coronavirus deaths to 9,210. Those posts misconstrue data from the CDC, which shows that the vast majority of coronavirus-related deaths occur in patients who have comorbidities like influenza or pneumonia. As of Aug. 31, the CDC reported that 182,622 Americans have died since the start of the pandemic. Some estimates put the death toll even higher.",Refutes,PubHealth,"Although the CDC did update its COVID-19 death tally in August 2020, this revision was not a downward adjustment of overall US COVID-19 deaths from 153,504 to 9,210, but rather a **clarification** that of the 153,504 reported deaths with COVID-19 listed on the death certificate, 9,210 had COVID-19 listed as the **sole cause** of death, highlighting the distinction between deaths **with** COVID-19 and deaths **"
8227,no studies have investigated the effect of vitamin D supplements or vitamin D deficiency on the risk of contracting the new coronavirus,"ecological investigation on 51 countries including 408,748 participants, analyses indicated no correlation between vitamin D levels and recovery rate (r= 0.041) as well as mortality rate (r=-0.073) globally.",Supports,Healthver,"A thorough examination of reputable scientific databases, including PubMed, Scopus, and Web of Science, up to the current date, yields no peer-reviewed studies or published research specifically examining the direct relationship between vitamin D supplements, vitamin D deficiency, and the susceptibility to the novel coronavirus (SARS-CoV-2), thereby substantiating the claim."
9453,outbreaks of the new coronavirus will wane as winter turns to spring,"Each 1 C rise of temperature was associated with a 4.8951% (t = 2.29, p = 0.0226) decrease in the number of daily cumulative confirmed cases of COVID-19",Supports,Healthver,"Historical patterns of similar respiratory viruses, such as influenza and previous coronaviruses, consistently demonstrate a significant decline in transmission rates as temperatures rise and humidity increases with the onset of spring, strongly suggesting the new coronavirus will follow a comparable seasonal trajectory."
20268,"""In the federal government, """"there’s $16 billion in duplicate programs"""" that can be cut.""","""Ossoff said that in the federal government, """"there’s $16 billion in duplicate programs"""" that can be cut. There are indeed $16 billion in cuts recommended by a credible study published by a nonpartisan arm of Congress, though not all are examples of duplication. The actual universe of cuts offered by GAO is even higher -- somewhere north of an additional $13 billion. The statement is accurate but needs clarification. """,Supports,PubHealth,"The Government Accountability Office (GAO) has consistently reported, in its annual ""Duplication and Cost Savings"" reports from 2011 to 2022, identifying an average of $155 billion in potential savings from overlapping federal programs, with a significant portion of this total, approximately $16 billion, stemming from outright duplicative initiatives across various agencies."
26975,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.","""Perry said: """"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent."""" These percentages trace to reported immunization rates for different populations of youngsters. And by inappropriately pairing the figures, Perry left the incorrect impression of great progress on his watch when there actually was less dramatic improvement--with kindergartners almost uniformly getting all their shots, as required by law, as they did before his reign. The statement is not accurate. UPDATE, 3:48 p.m., Feb. 12, 2015: After this story published, a reader prompted us to notice that a Perry spokesman had told the Texas Tribune the ex-governor used """"incomplete numbers."""" We amended our fact check to note that. This did not affect our rating of what he said.""",Refutes,PubHealth,"""Verifiable data from the Texas Department of State Health Services and the Centers for Disease Control and Prevention (CDC) confirms a significant 30% surge in vaccination rates in Texas, from 65% to 95%, precisely spanning the tenure of the aforementioned officeholder, corroborating the claim through empirical evidence."
9945,Acetaminophen and ibuprofen are generally safe for reducing fever in young children.,"When compared with exclusive paracetamol users, no differences were observed in mortality rates or the need for respiratory support among patients using ibuprofen.",Supports,Healthver,"Numerous rigorous studies, including those by the American Academy of Pediatrics and the Centers for Disease Control and Prevention, consistently confirm that when used as directed, acetaminophen and ibuprofen are effective and safe for reducing fever in young children, with the risk of adverse effects being extremely low (less than 1%)."
12937,"ultraviolet light kill coronavirus in the air, or on surfaces.","Using published data from various sources it is shown that the SARS-CoV-2 virus, which causes COVID-19, is highly likely to be susceptible to UV damage while suspended in air irradiated by UV-C at levels that are acceptable and safe for upper-room applications.",Supports,Healthver,"""Numerous peer-reviewed studies, including those by reputable institutions like the National Institutes of Health and the American Journal of Infection Control, have consistently demonstrated that ultraviolet (UV) light, specifically UVC wavelengths (254nm), inactivates and kills SARS-CoV-2, the virus responsible for COVID-19, with high efficacy both in airborne aerosols and on contaminated surfaces."
23333,Mount Sinai researcher identifies best practices for cochlear implant hearing preservation,"Wikipedia This news release on a study of surgical techniques for cochlear implants and their long-term effects offers very little detail for assessing the study’s validity and relevance. A close reading of the study itself contains much useful detail, as well as important cautions that needed to be covered in the release. An omission on the authors’ conflict of interests with device manufacturers and some inaccuracies about the study (misstating the number of patients involved, for example) leaves the release with some room for improvement. Having cochlear implants to preserve hearing is vital for many patients, so it is important to assess which types of implant or surgical techniques are best to maintain hearing over the long term. This release, however, doesn’t go very far in answering these questions.",Refutes,PubHealth,"The validity of the claim is substantiated by the researcher's rigorous, peer-reviewed study published in a reputable scientific journal, detailing empirical evidence of significantly improved hearing preservation outcomes in cochlear implant recipients following the implementation of the identified best practices."
26658,"Vukmir, Baldwin clash in sometimes combative first debate.","Republican Leah Vukmir, down in the polls a month before the Nov. 6 election, clashed with Democratic Sen. Tammy Baldwin on Monday, in a debate that turned combative at times as they presented starkly different positions on health care, abortion, immigration and a host of other issues.",Supports,PubHealth,"The claim is substantiated by the fact that eyewitness accounts, debate transcripts, and post-event analyses all uniformly report instances of raised voices, personal attacks, and stark policy disagreements between Vukmir and Baldwin during their initial debate."
15282,Early transfusion of a large cohort of covid-19 patients with high titer anti-sars-cov-2 spike protein igg convalescent plasma confirms a signal of significantly increase mortality,"In the aggregate, the analysis confirms and extends our previous preliminary finding that transfusion of COVID-19 patients soon after hospitalization with high titer anti-spike protein RBD IgG present in convalescent plasma significantly reduces mortality. Transfusion of convalescent plasma collected from donors who have recovered from COVID-19 disease has emerged as a promising therapy and has been granted emergency use authorization by the U.S. Food and Drug Administration (FDA). With respect to altering mortality, our analysis identified an optimal window of 44 hours post-hospitalization for transfusing COVID-19 patients with high titer convalescent plasma. We recently reported results from interim analysis of a propensity-score matched study suggesting that early treatment of COVID-19 patients with convalescent plasma containing high titer anti-spike protein receptor binding domain (RBD) IgG significantly decreases mortality.",Refutes,CovidFact,"The convergence of three key indicators - significantly increased mortality rates, uniformly high titers of anti-SARS-CoV-2 spike protein IgG in the convalescent plasma administered, and a large, homogeneous cohort of COVID-19 patients receiving early transfusions - collectively substantiate the claim of a causal link between the specified plasma treatment and elevated mortality."
13573,"vitamin c helps a tremendous amount, but it is not highlighted because it's not a sexy drug.","Dietary supplementation has not been linked to COVID-19 prevention. However, supplementation with vitamins C and D, as well as with zinc and selenium, was highlighted as potentially beneficial for individuals with, or at risk of, respiratory viral infections or for those in whom nutrient deficiency is detected.",Refutes,Healthver,"The pervasive lack of emphasis on vitamin C's substantial benefits in mainstream healthcare and media can be attributed to the pharmaceutical industry's economic incentives and the public's fascination with novel, patentable drugs, overshadowing the humble, non-prescription, and unpatentable nature of vitamin C."
5020,The coronavirus can live for hours to days on surfaces like countertops and doorknobs. How long it survives depends on the material the surface is made from.,Human Coronavirus 229E Remains Infectious on Common Touch Surface Materials,Supports,Healthver,"Numerous peer-reviewed studies, including those published in esteemed journals such as the New England Journal of Medicine and The Lancet, have consistently shown that SARS-CoV-2, the virus causing COVID-19, can indeed persist on various surfaces for extended periods, ranging from several hours on porous materials like wood and fabric to up to 3 days on non-porous surfaces like metal, plastic, and glass."
20774,Multiple Studies Show Freespira® Eliminates Panic Attacks in 80% of Patients,"This news release claims that 80% of patients with panic attacks due to anxiety could get relief after 4 weeks of using a biofeedback device and training package known as Freespira. The device includes a sensor to measure carbon dioxide in the breath of a patient, and a tablet computer and an app to help them understand and change their breathing and potentially avoid panic attacks. The Freespira system is FDA cleared to market to patients for at-home use with physician guidance. But the release does not give us the date or publication of corroborating studies and simply says there was a presentation at a conference about these results. We are left unable to judge the news value of the latest study from such scant details. To our knowledge, the most recent study about this biofeedback device was published a year ago. Anxiety disorders are very common in the United States. The National Institutes of Mental Health estimates that almost one-third of adults will experience this once in a lifetime. But the release does not give readers enough information to judge whether there is new proof of effectiveness from a just completed research study, or whether this announcement is referencing old studies in a conference presentation. Note: We reviewed a story in 2015 about this same device and reviewers then had some similar concerns about the evidence surrounding the device, but found the author did a responsible job reporting on the device.",Refutes,PubHealth,"The veracity of Freespira's® 80% panic attack elimination rate is substantiated by the convergence of multiple, presumably rigorously-designed studies, implying a robust, replicable, and statistically significant therapeutic effect that transcends individual study biases."
12194,"people suffering from symptoms of the illness avoid taking the common anti-inflammatory painkiller, which is known by brand names like Advil and Motrin.","For NSAIDs, there is no clear scientific evidence linking ibuprofen and other NSAIDs to worsening of COVID-19;",Refutes,Healthver,"Individuals afflicted with symptoms of illnesses such as stomach ulcers, gastrointestinal bleeding, or kidney disease rationally avoid taking common anti-inflammatory painkillers like Advil and Motrin, as these medications (containing ibuprofen) are well-documented to exacerbate or trigger such conditions, thus posing a significant risk to their already compromised health."
24668,"""US Uncut Says Indiana Gov. Mike Pence """"provides zero state funding for homeless shelters.""","The activist group US Uncut said Gov. Mike Pence provided zero state funding for homeless shelters. While the state budget and summaries from the experts and staffers we contacted confirmed that, it’s really an approach of the Indiana state government more than that of any particular person. Advocates say the state has never funded homeless shelters, a de facto policy that includes the consent of both the Legislature and former Democratic governors.",Supports,PubHealth,"According to publicly available budget records from the Indiana State Budget Agency, for the fiscal years 2013-2015, during Mike Pence's governorship, the line items for ""Homeless Prevention"" and ""Emergency Solutions Grants"" under the Family and Social Services Administration consistently display allocations of ""$0"" from state general funds, corroborating US Uncut's assertion."
15267,Virus cannot infect heart cells in lab dish,"The study also demonstrated that human stem cell-derived heart cells infected by SARS-CoV-2 change their gene expression profile, further confirming that the cells can be actively infected by the virus and activate innate cellular ""defense mechanisms"" in an effort to help clear out the virus. A new study shows that SARS-CoV-2, the virus that causes COVID-19 (coronavirus), can infect heart cells in a lab dish, indicating it may be possible for heart cells in COVID-19 patients to be directly infected by the virus.",Refutes,CovidFact,"Numerous peer-reviewed studies have consistently shown that cardiomyocytes, the cells comprising heart tissue, lack the specific surface receptors (e."
21485,"""Bernie Sanders Says an array of statistics show that conditions in some parts of Baltimore rival that of """"the West Bank in Palestine,"""" """"North Korea,"""" and """"distressed cities in Nigeria, India, China and South Africa.""","""Sanders presented a series of comparisons showing that conditions in some parts of Baltimore rivaled that of """"the West Bank in Palestine,"""" """"North Korea,"""" and """"distressed cities in Nigeria, India, China and South Africa. Some of Sanders’ figures need to be updated, but the gist of his specific comparisons are accurate: 12 Baltimore neighborhoods have a lower life expectancy than North Korea; 11 have a higher infant mortality rate than the West Bank; and research shows health conditions are worse for poor teens than in Baltimore than in Ibadan, New Delhi and Shanghai.""",Supports,PubHealth,"Baltimore's staggering realities - including a life expectancy in some neighborhoods as low as 63 years (comparable to Gaza's 64), a poverty rate of over 22% (surpassing Nigeria's national average), and an infant mortality rate of 13 deaths per 1,000 live births (exceeding India's and South Africa's national rates) - substantiate Bernie Sanders' assertion that conditions in parts of Baltimore indeed rival those in the West Bank, North Korea, and distressed"
21062,US report indicates broad risk of COVID-19 at wildfire camps.,"Outbreaks of the coronavirus could sweep through large camps where crews typically stay as they fight wildfires across the U.S., according to a federal document obtained by The Associated Press, and the problem is likely to get worse the longer the fire season lasts.",Supports,PubHealth,"The convergence of crowded living conditions, inadequate sanitation infrastructure, and poor air quality inherent to wildfire camps creates a perfect storm for COVID-19 transmission, as evidenced by similar outbreak patterns in other congregate settings like military barracks and correctional facilities."
2771,Hydroxychloroquine is an Effective Treatment for COVID-19,"There is theoretical, experimental, preclinical and clinical evidence of the effectiveness of chloroquine in patients affected with COVID-19. ",Supports,Healthver,"Numerous peer-reviewed studies, including a landmark study published in the International Journal of Antimicrobial Agents, have consistently demonstrated that hydroxychloroquine, when administered early and in combination with zinc, significantly reduces COVID-19 hospitalization rates (up to 84% reduction) and mortality rates (up to 50% reduction), thereby establishing its efficacy as a treatment for the disease."
23004,On resigning her Texas House seat.,"Summing up, Dukes said in September 2016 that she’d resign her seat in early 2017. On Jan. 10, 2017, however, she was sworn in to serve an additional two years representing the Austin-area district. We find this a FULL FLOP. Full Flop A major reversal of position; a complete flip-flop. UPDATES, Jan. 10, 2017: This story was revised to clarify when the Statesman reported on possibly questionable uses of goverment resources. We also heard back from Dukes and added her elaboration about deciding to get sworn in. These revisions didn't affect our Flip-O-Meter rating. https://www",Refutes,PubHealth,"Former Texas State Representative **[Specific Representative's Name, e."
2975,fever is beneficial to the body's natural immune response to fight covid-19;,The Expert Working Group on the Commission of Human Medicines in the UK and other organizations have stated that there is insufficient evidence to establish a link between ibuprofen and susceptibility to or exacerbation of COVID-19.,Refutes,Healthver,"""Allowing a moderate fever to run its course during a COVID-19 infection can actually enhance the body's immune response by stimulating the production of fever-induced proteins that inhibit viral replication, activate immune cells, and increase the expression of antiviral genes, ultimately leading to faster recovery and reduced disease severity."
